name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,occupation,political_party
Deon Cole,https://en.wikipedia.org/wiki/Deon_Cole,46,U.S.,Chicago, ,American,['Philander Smith College'],['Thornridge High School'],['Actor and Comedian'],
DeRay Mckesson,https://en.wikipedia.org/wiki/DeRay_Mckesson,33,U.S.,Maryland,Baltimore,American,['Bowdoin College'],,"['Activist', 'podcaster']",
DeRay McKesson,https://en.wikipedia.org/wiki/DeRay_McKesson,33,U.S.,Maryland,Baltimore,American,['Bowdoin College'],,"['Activist', 'podcaster']",
Derek DelGaudio,https://en.wikipedia.org/wiki/Derek_DelGaudio,,U.S.,California,Huntington Beach,American,,,"['Performance artist, writer, magician']",
Dermot Mulroney,https://en.wikipedia.org/wiki/Dermot_Mulroney,54,U.S.,Virginia,Alexandria,American,,,['Actor'],
Derrick Beckles,https://en.wikipedia.org/wiki/Derrick_Beckles,,Canada,Toronto,,Canadian,,,,
Desus,https://en.wikipedia.org/wiki/Desus,35,U.S.,New York,New York City,American,,['College of Mount Saint Vincent'],,
Dev Patel,https://en.wikipedia.org/wiki/Dev_Patel,28,U.K.,London,Harrow,British,,,['Actor'],
Diane Kruger,https://en.wikipedia.org/wiki/Diane_Kruger,42,Germany,Lower Saxony,Algermissen,German,,,"['Actress, model']",
Diane Lane,https://en.wikipedia.org/wiki/Diane_Lane,53,U.S.,New York,New York City,American,,,['Actress'],
Diane Sawyer,https://en.wikipedia.org/wiki/Diane_Sawyer,72,U.S.,Kentucky,Glasgow,American,['Wellesley College'],,['Television journalist'],
Dierks Bentley,https://en.wikipedia.org/wiki/Dierks_Bentley,42,U.S.,Arizona,Phoenix,American,,,,
DJ Khaled,https://en.wikipedia.org/wiki/DJ_Khaled,42,U.S.,Louisiana,New Orleans,American,,,['Record executive   record producer   discjockey  radio personality   hype man'],
Dominic Cooper,https://en.wikipedia.org/wiki/Dominic_Cooper,40,U.K.,London,Greenwich,British,['London Academy of Music and Dramatic Art'],,['Actor'],
Don Cheadle,https://en.wikipedia.org/wiki/Don_Cheadle,53,U.S.,Missouri,Kansas City,New York,,,"['Actor, film producer, director, writer, author']",
Don Lemon,https://en.wikipedia.org/wiki/Don_Lemon,52,U.S.,Louisiana,Baton Rouge,American,"['Brooklyn College', 'Louisiana State University']",['Baker High School'],['Journalist'],
Donald Glover,https://en.wikipedia.org/wiki/Donald_Glover,35,U.S.,California,Edwards Air Force Base,American,['New York University'],['DeKalb School of the Arts'],['Actor  comedian  singer  writer  producer  director  rapper  songwriter  DJ'],
Donald Rumsfeld,https://en.wikipedia.org/wiki/Donald_Rumsfeld,86,U.S.,Illinois, Chicago,American,,"['Princeton University', 'Case Western Reserve University', 'Georgetown University']",,Republican
Donald Trump,https://en.wikipedia.org/wiki/Donald_Trump,72,U.S.,New York,New York City,American,['The Wharton School'],,,Republican
Donnie Wahlberg,https://en.wikipedia.org/wiki/Donnie_Wahlberg,49,U.S.,Massachusetts,Boston,American,,,['Singer  songwriter  actor  record producer  film producer'],
Donny Deutsch,https://en.wikipedia.org/wiki/Donny_Deutsch,60,U.S.,New York,New York City,American,['Wharton School of the University of Pennsylvania'],,"['Chairman of', 'Deutsch Inc.']",Democratic
Doris Kearns Goodwin,https://en.wikipedia.org/wiki/Doris_Kearns_Goodwin,75,U.S.,New York,New York City,American,,"['Colby College', 'Harvard University']","['Historian, author, political commentator']",
Doris Kearns Goodwin,https://en.wikipedia.org/wiki/Doris_Kearns_Goodwin,75,U.S.,New York,New York City,American,,"['Colby College', 'Harvard University']","['Historian, author, political commentator']",
Dr. Ernest Moniz,https://en.wikipedia.org/wiki/Ernest_Moniz,73,U.S., Massachusetts, Fall River,American,,"['Boston College', 'Stanford University']",,Democratic
Dr. Phil,https://en.wikipedia.org/wiki/Phil_McGraw,68,U.S.,Oklahoma,Vinita,American,"['Midwestern State University', 'University of North Texas’]",,['Television host'],
Dr. Phil,https://en.wikipedia.org/wiki/Phil_McGraw,68,U.S.,Oklahoma,Vinita,American,"['Midwestern State University', 'University of North Texas’]",,['Television host'],
Dr. Phil,https://en.wikipedia.org/wiki/Phil_McGraw,68,U.S.,Oklahoma,Vinita,American,"['Midwestern State University', 'University of North Texas']",,['Television host'],
Dr. Phil,https://en.wikipedia.org/wiki/Phil_McGraw,68,U.S.,Oklahoma,Vinita,American,"[['Midwestern State University', 'BA', 'University of North Texas', 'MA ,  PhD']]",,['Television host'],
Dr. Phil,https://en.wikipedia.org/wiki/Phil_McGraw,68,U.S.,Oklahoma,Vinita,American,"[[Midwestern State University', 'University of North Texas']",,['Television host'],
Drew Barrymore,https://en.wikipedia.org/wiki/Drew_Barrymore,43,U.S.,California,Culver City,American,,,['Actress  producer  director  author  model  entrepreneur'],
Drew Carey,https://en.wikipedia.org/wiki/Drew_Carey,60,U.S.,Ohio,,American,,,,
Dwayne Johnson,https://en.wikipedia.org/wiki/Dwayne_Johnson,46,U.S.,California,Hayward,American,,,,
Ed Helms,https://en.wikipedia.org/wiki/Ed_Helms,44,U.S.,Georgia,Atlanta,American,['Oberlin College'],,"['Actor, comedian, singer']",
Ed Helms,https://en.wikipedia.org/wiki/Ed_Helms,44,U.S.,Georgia,Atlanta,American,['Oberlin College'],,"['Actor, comedian, singer']",
Ed Helms,https://en.wikipedia.org/wiki/Ed_Helms,44,U.S.,Georgia,Atlanta,American,['Oberlin College'],,"['Actor, comedian, singer']",
Ed Sheeran,https://en.wikipedia.org/wiki/Ed_Sheeran,27,U.K.,Halifax, West Yorkshire,English,,,,
Eddie George,https://en.wikipedia.org/wiki/Eddie_George,45,U.S.,Pennsylvania,Philadelphia,American,,,,
Eddie Huang,https://en.wikipedia.org/wiki/Eddie_Huang,36,U.S.,D.C.,Washington,American,,"['University of Pittsburgh', 'Rollins College',  'Yeshiva University']",['Chef  Restaurateur  Author  Food Personality  Attorney  Producer  Fashion Designer  Businessman'],
Eddie Izzard,https://en.wikipedia.org/wiki/Eddie_Izzard,56,Colony of Aden, , ,British,['University of Sheffield'],"['St Bedes Prep School', 'Eastbourne College']",,
Eddie Redmayne,https://en.wikipedia.org/wiki/Eddie_Redmayne,36,U.K.,London, ,English,"['Trinity College, Cambridge']",['Eton College'],['Actor'],
Édgar Ramírez,https://en.wikipedia.org/wiki/%C3%89dgar_Ram%C3%ADrez,41,Venezuela  ,Tchira,San Cristbal,Venezuelan,,,['Actor'],
Edie Brickell,https://en.wikipedia.org/wiki/Edie_Brickell,52,U.S.,Texas, Dallas,American,,,,
Edward Byers,https://en.wikipedia.org/wiki/Edward_Byers,39,U.S., Ohio, Toledo,American,,,,
Eleanor Holmes Norton,https://en.wikipedia.org/wiki/Eleanor_Holmes_Norton,81,U.S.,D.C., Washington,American,,"['Antioch College', 'Yale University']",,Democratic
Elijah Wood,https://en.wikipedia.org/wiki/Elijah_Wood,37,U.S.,Iowa,Cedar Rapids,American,,,"['Actor, voice actor, DJ, film producer']",
Elijah Wood,https://en.wikipedia.org/wiki/Elijah_Wood,37,U.S.,Iowa,Cedar Rapids,American,,,"['Actor, voice actor, DJ, film producer']",
Elisabeth Moss,https://en.wikipedia.org/wiki/Elisabeth_Moss,36,U.S.,California,Los Angeles,American,,,['Actor'],
Elizabeth Gilbert,https://en.wikipedia.org/wiki/Elizabeth_Gilbert,49,U.S., Connecticut, Waterbury,American,['New York University'],,"['Novelist, memoirist']",
Elizabeth Olsen,https://en.wikipedia.org/wiki/Elizabeth_Olsen,29,U.S.,California,Sherman Oaks,American,['New York University'],['Campbell Hall School'],['Actress'],
Elizabeth Warren,https://en.wikipedia.org/wiki/Elizabeth_Warren,69,U.S.,Oklahoma,Oklahoma City,American,,"['George Washington University', 'University of Houston', 'Rutgers UniversityNewark']",,Democratic
Elizabeth Warren,https://en.wikipedia.org/wiki/Elizabeth_Warren,69,U.S.,Oklahoma,Oklahoma City,American,,"['George Washington University', 'University of Houston', 'Rutgers UniversityNewark']",,Democratic
Elizabeth Warren,https://en.wikipedia.org/wiki/Elizabeth_Warren,69,U.S.,Oklahoma,Oklahoma City,American,,"['George Washington University', 'University of Houston',  'Rutgers UniversityNewark']",,Democratic
Elizabeth Warren,https://en.wikipedia.org/wiki/Elizabeth_Warren,69,U.S.,Oklahoma,Oklahoma City,American,,"['George Washington University', 'University of Houston', 'Rutgers UniversityNewark']",,Democratic
Ellen Page,https://en.wikipedia.org/wiki/Ellen_Page,31,Canada,Nova Scotia,Halifax,Canadian,,,"['Actress, producer']",
Ellie Kemper,https://en.wikipedia.org/wiki/Ellie_Kemper,38,U.S.,Missouri,Kansas City,American,,"['Princeton University', 'Worcester College, Oxford']","['Actress, comedian']",
Ellie Kemper,https://en.wikipedia.org/wiki/Ellie_Kemper,38,U.S.,Missouri,Kansas City,American,,"['Princeton University', 'Worcester College, Oxford']","['Actress, comedian']",
Ellie Kemper,https://en.wikipedia.org/wiki/Ellie_Kemper,38,U.S.,Missouri,Kansas City,American,,"['Princeton University',  'Worcester College, Oxford']","['Actress, comedian']",
Elon Musk,https://en.wikipedia.org/wiki/Elon_Musk,47,South Africa,Transvaal,Pretoria,American,,"['Queens University', 'University of Pennsylvania’]","['Entrepreneur', ', investor']",Independent
Elton John,https://en.wikipedia.org/wiki/Elton_John,71,U.K.,Middlesex,Pinner,British,,,['Musician  singersongwriter  composer'],
Elvis Costello,https://en.wikipedia.org/wiki/Elvis_Costello,64,England,London, ,English,,,,
Emilia Clarke,https://en.wikipedia.org/wiki/Emilia_Clarke,32,U.K.,London, ,British,,,['Actress'],
Emily Blunt,https://en.wikipedia.org/wiki/Emily_Blunt,35,U.K.,London,Wandsworth,English,,,['Actress'],
Emily Blunt,https://en.wikipedia.org/wiki/Emily_Blunt,35,U.K.,London,Wandsworth,English,,,['Actress'],
Emily Blunt,https://en.wikipedia.org/wiki/Emily_Blunt,35,U.K.,London,Wandsworth,British,,,['Actress'],
Emma Roberts,https://en.wikipedia.org/wiki/Emma_Roberts,27,U.S.,New York,Rhinebeck,American,,,['Actress  singer'],
Emma Stone,https://en.wikipedia.org/wiki/Emma_Stone,29,U.S.,Arizona,Scottsdale,American,,,['Actress'],
Emma Stone,https://en.wikipedia.org/wiki/Emma_Stone,29,U.S.,Arizona,Scottsdale,American,,,['Actress'],
Emma Thompson,https://en.wikipedia.org/wiki/Emma_Thompson,59,U.K.,London,Paddington,British,"['Newnham College, Cambridge']",,['Actress  comedienne  screenwriter  author  activist'],
Eric Andre,https://en.wikipedia.org/wiki/Eric_Andre,35,U.S.,Florida, Boca Raton,American,['Berklee College of Music'],,,
Eric André,https://en.wikipedia.org/wiki/Eric_Andr%C3%A9,35,U.S.,Florida ,Boca Raton,American,['Berklee College of Music'],,,
Eric Greitens,https://en.wikipedia.org/wiki/Eric_Greitens,44,U.S.,Missouri,St. Louis,American,,"['Duke University', 'Lady Margaret Hall, Oxford']",,Republican
Eric Holder,https://en.wikipedia.org/wiki/Eric_Holder,67,U.S.,New York,New York City,American,,['Columbia University'],,Democratic
Eric Idle,https://en.wikipedia.org/wiki/Eric_Idle,75,U.K.,County Durham,South Shields,British,"['Pembroke College, Cambridge']",,"['Comedian, actor, voice actor, composer, musician, singersongwriter, writer']",
Eric Stonestreet,https://en.wikipedia.org/wiki/Eric_Stonestreet,47,U.S.,Kansas,Kansas City,American,['Kansas State University'],,"['Actor, comedian']",
Eric Stonestreet,https://en.wikipedia.org/wiki/Eric_Stonestreet,47,U.S.,Kansas,Kansas City,American,['Kansas State University'],,"['Actor, comedian']",
Erin Andrews,https://en.wikipedia.org/wiki/Erin_Andrews,40,U.S.,Maine,Lewiston,American,['University of Florida'],,"['Sportscaster, television personality']",
Erin Brockovich,https://en.wikipedia.org/wiki/Erin_Brockovich,58,US,Kansas,Lawrence,American,,,['Environmental activist'],
Erin Foster,https://en.wikipedia.org/wiki/Erin_Foster,36,U.S.,California,Los Angeles,American,,,"['Writer, performer']",
Ernie Johnson Jr.,https://en.wikipedia.org/wiki/Ernie_Johnson_Jr.,62,U.S.,Wisconsin,Milwaukee,American,,"['University of Georgia', 'Bachelor of Arts in Journalism']","['OnAir Personality,', 'Turner Sports']",
Ethan Hawke,https://en.wikipedia.org/wiki/Ethan_Hawke,47,U.S.,Texas,Austin,American,,,['Actor  director  screenwriter  novelist'],
Ethan Hawke,https://en.wikipedia.org/wiki/Ethan_Hawke,47,U.S.,Texas,Austin,American,,,['Actor  director  screenwriter  novelist'],
Ethan Hawke,https://en.wikipedia.org/wiki/Ethan_Hawke,47,U.S.,Texas,Austin,American,,,['Actor  director  screenwriter  novelist'],
Eugene Levy,https://en.wikipedia.org/wiki/Eugene_Levy,71,Canada,Ontario,Hamilton,Canadian,,,"['Actor, comedian, producer, director, writer']",
Eugene Levy,https://en.wikipedia.org/wiki/Eugene_Levy,71,Canada,Ontario,Hamilton,Canadian,,,"['Actor, comedian, producer, director, writer']",
Eugenia Cheng,https://en.wikipedia.org/wiki/Eugenia_Cheng,,U.K., Hampshire, ,British,['University of Cambridge'],['Roedean School'],[‘Mathematician’],
Eva Longoria,https://en.wikipedia.org/wiki/Eva_Longoria,43,U.S.,Texas,Corpus Christi,American,"['Texas A&M University', 'California State University’]",,['Actress  producer   restaurateur   activist'],
Eva Longoria,https://en.wikipedia.org/wiki/Eva_Longoria,43,U.S.,Texas,Corpus Christi,American,"['Texas AampM UniversityKingsville', 'California State University, Northridge']",,['Actress  producer   restaurateur   activist'],
Evan Spiegel,https://en.wikipedia.org/wiki/Evan_Spiegel,28,U.S.,California,Los Angeles,American,['Stanford University'],['Crossroads School for Arts and Sciences'],['Entrepreneur'],
Ewan McGregor,https://en.wikipedia.org/wiki/Ewan_McGregor,47,U.K. ,Scotland,Perth,British,,,['Actor'],
Ewan McGregor,https://en.wikipedia.org/wiki/Ewan_McGregor,47,U.K.,Perth, ,British,,,['Actor'],
Ezra Edelman,https://en.wikipedia.org/wiki/Ezra_Edelman,44,U.S.,Massachusetts,Boston,American,['Yale University'],,"['Television director', 'television producer']",
Felicity Huffman,https://en.wikipedia.org/wiki/Felicity_Huffman,55,U.S.,New York,Bedford,American,"['The Putney School', 'Interlochen Arts Academy', 'New York University']",,['Actress'],
Finn Wittrock,https://en.wikipedia.org/wiki/Finn_Wittrock,34,U.S.,Massachusetts,Lenox,American,,['Juilliard School'],"['Actor, screenwriter']",
Florent Groberg,https://en.wikipedia.org/wiki/Florent_Groberg,35,France, Poissy, ,American,,,,
Fred Armisen,https://en.wikipedia.org/wiki/Fred_Armisen,51,U.S.,Mississippi, Hattiesburg,American,,,,
Gabourey Sidibe,https://en.wikipedia.org/wiki/Gabourey_Sidibe,35,U.S.,New York,New York City,American,['Manhattan Community College'],,['Actress'],
Gabrielle Union,https://en.wikipedia.org/wiki/Gabrielle_Union,46,U.S.,Nebraska,Omaha,American,,,['Actress'],
Gaby Hoffmann,https://en.wikipedia.org/wiki/Gaby_Hoffmann,36,U.S.,New York,New York City,American,['Bard College'],"['Buckley School', 'Calabasas High School']",['Actress'],
Gael García Bernal,https://en.wikipedia.org/wiki/Gael_Garc%C3%ADa_Bernal,39,Mexico,Jalisco,Guadalajara,Mexican,,,"['Actor, film director, model, film producer']",
Gary Johnson,https://en.wikipedia.org/wiki/Gary_Johnson,65,U.S.,North Dakota, Minot,American,,"['University of New Mexico, Albuquerque']",,Libertarian
Gary Owen,https://en.wikipedia.org/wiki/Gary_Owen_(comedian),44,Ohio,Cincinnati, ,American,,,"['Actor', 'comedian']",
Gayle King,https://en.wikipedia.org/wiki/Gayle_King,63,U.S.,Maryland,Chevy Chase,American,,,['Broadcast journalist  Magazine editor'],
Gayle King,https://en.wikipedia.org/wiki/Gayle_King,63,U.S.,Maryland,Chevy Chase,American,,,['Broadcast journalist  Magazine editor'],
Gayle King,https://en.wikipedia.org/wiki/Gayle_King,63,U.S.,Maryland,Chevy Chase,American,,,['Broadcast journalist  Magazine editor'],
Gayle King,https://en.wikipedia.org/wiki/Gayle_King,63,U.S.,Maryland,Chevy Chase,American,,,['Broadcast journalist  Magazine editor'],
Gayle King,https://en.wikipedia.org/wiki/Gayle_King,63,U.S.,Maryland,Chevy Chase,American,,,['Broadcast journalist  Magazine editor'],
George Church,https://en.wikipedia.org/wiki/George_M._Church,64,U.S.,MacDill Air Force Base, Florida  ,American,"['Duke University’, ‘Harvard University ']",,,
George Clooney,https://en.wikipedia.org/wiki/George_Clooney,57,U.S.,Kentucky,Lexington,American,,,"['Actor, screenwriter, producer with', 'Smoke House Pictures', ', director']",Democratic
George Lopez,https://en.wikipedia.org/wiki/George_Lopez,57,U.S.,Los Angeles,California,American,,,,
George Saunders,https://en.wikipedia.org/wiki/George_Saunders,59,U.S.,Amarillo,Texas,American,,"['Colorado School of Mines', 'Syracuse University']",['Writer  journalist  college professor'],
George Saunders,https://en.wikipedia.org/wiki/George_Saunders,59,U.S.,Texas,Amarillo ,American,,"['Colorado School of Mines', 'Syracuse University']",['Writer  journalist  college professor'],
George Takei,https://en.wikipedia.org/wiki/George_Takei,81,U.S.,California,Los Angeles,American,,,"['Actor, author, and voice artist, director, activist']",Democratic
Gerard Butler,https://en.wikipedia.org/wiki/Gerard_Butler,48,U.K.,Renfrewshire,Paisley,British,['University of Glasgow'],,"['Actor', 'producer', 'singer', 'musician']",
Gilbert Gottfried,https://en.wikipedia.org/wiki/Gilbert_Gottfried,63,U.S.,New York,New York City,American,,,,
Gilbert Gottfried,https://en.wikipedia.org/wiki/Gilbert_Gottfried,63,U.S.,New York,New York City,American,,,,
Gillian Jacobs,https://en.wikipedia.org/wiki/Gillian_Jacobs,36,U.S.,Pennsylvania,Pittsburgh,American,,['Juilliard School'],['Actresscomedienne'],
Gillian Jacobs,https://en.wikipedia.org/wiki/Gillian_Jacobs,36,U.S.,Pennsylvania,Pittsburgh,American,,['Juilliard School'],['Actresscomedienne'],
Gina Rodriguez,https://en.wikipedia.org/wiki/Gina_Rodriguez_(actress),34,U.S.,Illinois,Chicago,American,['Tisch School of the Arts'],,['Actress and activist'],
Gina Rodriguez,https://en.wikipedia.org/wiki/Gina_Rodriguez,34,U.S.,Illinois,Chicago,American,['Tisch School of the Arts'],,['Actress and activist'],
Glenda Jackson,https://en.wikipedia.org/wiki/Glenda_Jackson,82,U.K.,Cheshire, ,British,['Royal Academy of Dramatic Art'],,"['Actress', '19551992, 2016', 'Politician', '19922015']",Labour
Glenn Close,https://en.wikipedia.org/wiki/Glenn_Close,71,U.S.,Connecticut,Greenwich,American,['College of William amp Mary'],,"['Actress, singer, producer']",
Gloria Estefan,https://en.wikipedia.org/wiki/Gloria_Estefan,61,Cuba, Havana, ,American,,,,
Gordon Ramsay,https://en.wikipedia.org/wiki/Gordon_Ramsay,51,U.K.,Renfrewshire,Johnstone,British,,,,
Gordon Ramsay,https://en.wikipedia.org/wiki/Gordon_Ramsay,51,Scotland,Renfrewshire,Johnstone,British,,,,
Grace Gummer,https://en.wikipedia.org/wiki/Grace_Gummer,32,U.S.,New York,New York City,American,['Vassar College'],,['Actress'],
Graham Nash,https://en.wikipedia.org/wiki/Graham_Nash,76,U.K.,Blackpool, ,British,,,,
Graham Norton,https://en.wikipedia.org/wiki/Graham_Norton,55,U.K.,Cork,Bandon,British,,,['Presenter  comedian  actor  writer  commentator'],
Greta Gerwig,https://en.wikipedia.org/wiki/Greta_Gerwig,35,U.S.,California,Sacramento,American,['Barnard College'],,"['Actress', 'playwright', 'director', 'screenwriter']",
Gretchen Carlson,https://en.wikipedia.org/wiki/Gretchen_Carlson,52,U.S.,Minnesota,Anoka,American,['Stanford University'],,['Author  television host'],
Guillermo del Toro,https://en.wikipedia.org/wiki/Guillermo_del_Toro,54,Mexico,Jalisco,Guadalajara,Mexican,,,"['Film director, screenwriter, producer, novelist']",
Guy Pearce,https://en.wikipedia.org/wiki/Guy_Pearce,51,U.K.,Cambridgeshire,Ely,Australian,,,"['Actor, musician']",
Gwendoline Christie,https://en.wikipedia.org/wiki/Gwendoline_Christie,39,U.K.,England,Worthing,British,['Drama Centre London'],,['Actress  Model'],
Gwyneth Paltrow,https://en.wikipedia.org/wiki/Gwyneth_Paltrow,46,U.S.,California,Los Angeles,American,,,['Actress  singer  writer'],
H. Jon Benjamin,https://en.wikipedia.org/wiki/H._Jon_Benjamin,52,U.S.,Massachusetts, Worcester,American,,,,
H. Jon Benjamin,https://en.wikipedia.org/wiki/H._Jon_Benjamin,52,U.S.,Massachusetts, Worcester,American,,,,
Hailey Clauson,https://en.wikipedia.org/wiki/Hailey_Clauson,23,U.S.,California,Thousand Oaks,American,,,,
Hank Azaria,https://en.wikipedia.org/wiki/Hank_Azaria,54,U.S.,New York,New York City,American,,,"['Actor, voice actor, comedian, producer']",
Hank Azaria,https://en.wikipedia.org/wiki/Hank_Azaria,54,U.S.,New York,New York City,American,,,"['Actor, voice actor, comedian, producer']",
Hannibal Buress,https://en.wikipedia.org/wiki/Hannibal_Buress,35,U.S.,Illinois,Chicago,American,,,['Actor  comedian  writer  producer'],
Harry Connick Jr.,https://en.wikipedia.org/wiki/Harry_Connick_Jr.,51,U.S.,Louisiana,New Orleans,American,,,['Singer  composer  actor  television host'],
Hasan Minhaj,https://en.wikipedia.org/wiki/Hasan_Minhaj,33,U.S.,California,Davis,American,"['University of California, Davis']",,,
Hayden Panettiere,https://en.wikipedia.org/wiki/Hayden_Panettiere,29,U.S.,New York,Palisades,American,,,"['Actress, model, singer']",
Helen Hunt,https://en.wikipedia.org/wiki/Helen_Hunt,55,U.S.,California,Culver City,American,,,"['Actress, director, screenwriter']",
Helen Mirren,https://en.wikipedia.org/wiki/Helen_Mirren,73,U.K.,London,Hammersmith,British,['New College of Speech and Drama'],,['Actor'],
Helen Mirren,https://en.wikipedia.org/wiki/Helen_Mirren,73,U.K.,London,Hammersmith,British,['New College of Speech and Drama'],,['Actor'],
Henry Rollins,https://en.wikipedia.org/wiki/Henry_Rollins,57,U.S.,D.C.,Washington,American,,,,
Henry Winkler,https://en.wikipedia.org/wiki/Henry_Winkler,72,U.S.,New York,New York City,American,,"['Emerson College', 'Yale University']","['Actor, director, comedian, producer, author']",
Hilary Swank,https://en.wikipedia.org/wiki/Hilary_Swank,44,U.S.,Nebraska,Lincoln,American,,,['Actress  producer'],
Hillary Clinton,https://en.wikipedia.org/wiki/Hillary_Clinton,71,U.S.,Chicago,Illinois,American,,"['Wellesley College', 'Yale University']",,Democratic
Hillary Clinton,https://en.wikipedia.org/wiki/Hillary_Clinton,71,U.S.,Illinois, Chicago,American,,"['Wellesley College', 'Yale University']",,Democratic
Hillary Clinton,https://en.wikipedia.org/wiki/Hillary_Clinton,71,U.S.,Illinois, Chicago,American,,"['Wellesley College’, 'Yale University']",,Democratic
Hugh Bonneville,https://en.wikipedia.org/wiki/Hugh_Bonneville,54,U.K.,London,Paddington,British,"['Corpus Christi College, Cambridge', 'Webber Douglas Academy of Dramatic Art']",,['Actor'],
Hugh Dancy,https://en.wikipedia.org/wiki/Hugh_Dancy,43,U.K.,Staffordshire,StokeonTrent,British,"['St Peters College, Oxford']",['Winchester College'],"['Actor, model']",
Hugh Dancy,https://en.wikipedia.org/wiki/Hugh_Dancy,43,U.K.,Staffordshire,StokeonTrent,British,"['St Peters College, Oxford']",['Winchester College'],"['Actor, model']",
Hugh Evans,https://en.wikipedia.org/wiki/Hugh_Evans_(humanitarian),35,Australia,Victoria,Melbourne,Australian,['Monash University'],,,
Hugh Grant,https://en.wikipedia.org/wiki/Hugh_Grant,58,U.K.,London,Hammersmith,British,"['New College, Oxford']",,"['Actor, producer']",
Hugh Jackman,https://en.wikipedia.org/wiki/Hugh_Jackman,50,Australia,New South Wales,Sydney,Australian,"['Western Australian Academy of Performing Arts', 'University of Technology,Sydney']",,['Actor  singer  producer'],
Hugh Jackman,https://en.wikipedia.org/wiki/Hugh_Jackman,50,Australia,New South Wales,Sydney,Australian,"['Western Australian Academy of Performing Arts', 'University of Technology, Sydney']",,['Actor  singer  producer'],
Hugh Laurie,https://en.wikipedia.org/wiki/Hugh_Laurie,59,U.K.,Oxfordshire,Oxford,British,"['Selwyn College, Cambridge']","['Dragon School', 'Eton College']","['Actor, director, musician, comedian, author']",
Hugh Laurie,https://en.wikipedia.org/wiki/Hugh_Laurie,59,U.K.,Oxfordshire,Oxford,British,"['Selwyn College, Cambridge']","['Dragon School', 'Eton College']","['Actor, director, musician, comedian, author']",
Iain Armitage,https://en.wikipedia.org/wiki/Iain_Armitage,10,U.S., Virginia, ,American,,,['Actor  theater critic'],
Ibtihaj Muhammad,https://en.wikipedia.org/wiki/Ibtihaj_Muhammad,32,US,New Jersey, Maplewood,American,,,,
Ice Cube,https://en.wikipedia.org/wiki/Ice_Cube,49,U.S.,California,Los Angeles,American,,,['Actor  Rapper'],
Idina Menzel,https://en.wikipedia.org/wiki/Idina_Menzel,47,U.S.,New York,New York City,American,['Tisch School of Arts'],,['Actress  singer  songwriter'],
Ike Barinholtz,https://en.wikipedia.org/wiki/Ike_Barinholtz,41,U.S.,Illinois,Chicago,American,,,"['Comedian, actor, screenwriter']",
Ilana Glazer,https://en.wikipedia.org/wiki/Ilana_Glazer,31,U.S.,New York, St.James,American,['New York University'],,,
Ilana Glazer,https://en.wikipedia.org/wiki/Ilana_Glazer,31,U.S.,New York, St.James,American,['New York University'],,,
Ilana Glazer,https://en.wikipedia.org/wiki/Ilana_Glazer,31,U.S.,New York,Saint James ,American,['New York University'],,,
Ina Garten,https://en.wikipedia.org/wiki/Ina_Garten,70,U.S.,New York,New York City,American,,"['Syracuse University', 'George Washington University']",,
Isaac Mizrahi,https://en.wikipedia.org/wiki/Isaac_Mizrahi,57,U.S.,New York,New York City,American,,"['Yeshivah of Flatbush', 'High School of Performing Arts', 'Parsons School for Design']",['Fashion designer'],
Isaac Mizrahi,https://en.wikipedia.org/wiki/Isaac_Mizrahi,57,U.S.,Brooklyn   New York, ,American,,"['Yeshivah of Flatbush', 'High School of Performing Arts', 'Parsons School for Design']",['Fashion designer'],
Isabelle Huppert,https://en.wikipedia.org/wiki/Isabelle_Huppert,65,France,Paris, ,French,"['Conservatoire  rayonnement rgional de Versailles', 'Conservatoire national suprieur dart dramatique', 'CNSAD']",,['Actress'],
Issa Rae,https://en.wikipedia.org/wiki/Issa_Rae,33,U.S.,California,Los Angeles,American,['Stanford University'],,['Actress  writer  director  producer'],
Issa Rae,https://en.wikipedia.org/wiki/Issa_Rae,33,U.S.,California,Los Angeles,American,['Stanford University'],,['Actress  writer  director  producer'],
J. B. Smoove,https://en.wikipedia.org/wiki/J._B._Smoove,53,U.S.,North Carolina,Plymouth,American,,,"['Actor, writer, comedian, voice actor']",
J. J. Abrams,https://en.wikipedia.org/wiki/J._J._Abrams,52,U.S.,New York,New York City,American,['Sarah Lawrence College'],['Palisades Charter High School'],"['Film director, producer, screenwriter, composer']",
J. J. Abrams,https://en.wikipedia.org/wiki/J._J._Abrams,52,U.S.,New York,New York City,American,['Sarah Lawrence College'],['Palisades Charter High School'],"['Film director, producer, screenwriter, composer']",
J. K. Simmons,https://en.wikipedia.org/wiki/J._K._Simmons,63,U.S.,Michigan,Grosse Pointe,American,['University of Montana'],,['Actor  voice actor'],
J. K. Simmons,https://en.wikipedia.org/wiki/J._K._Simmons,63,U.S.,Michigan,Grosse Pointe,American,['University of Montana'],,['Actor  voice actor'],
Jace Norman,https://en.wikipedia.org/wiki/Jace_Norman,18,U.S.,New Mexico,Corrales,American,,,['Actor'],
Jacinda Ardern,https://en.wikipedia.org/wiki/Jacinda_Ardern,38,New Zealand,, ,New Zealand,['University of Waikato'],,,Labour Party
Jack Black,https://en.wikipedia.org/wiki/Jack_Black,49,U.S.,California,Santa Monica,American,"['UCLA School of Theater, Film and Television']",,"['Actor', 'voice actor', 'comedian', 'musician', 'songwriter']",
