name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,occupation,political_party
Allison Williams,https://en.wikipedia.org/wiki/Allison_Williams_(actress),30,U.S.,Connecticut,New Canaan,American,['Yale University'],,['Actress  singer'],
Cush Jumbo,https://en.wikipedia.org/wiki/Cush_Jumbo,33,U.K.,London,Denmark Hill,British,,,,
Connie Britton,https://en.wikipedia.org/wiki/Connie_Britton,51,U.S.,Massachusetts,Boston,American,"['E. C. Glass High School', 'Dartmouth College', 'Beijing Normal University', 'Neighborhood Playhouse School of the Theatre']",,"['Actress, singer, producer']",
Zoey Deutch,https://en.wikipedia.org/wiki/Zoey_Deutch,23,U.S.,California,Los Angeles,American,,,"['Actor, producer, activist']",
Josh Earnest,https://en.wikipedia.org/wiki/Josh_Earnest,43,U.S.,Missouri, Kansas City,American,,['Rice University'],,Democratic
Lisa Kudrow,https://en.wikipedia.org/wiki/Lisa_Kudrow,55,U.S.,California,Los Angeles,American,['Vassar College'],['Taft High School'],"['Actress', 'voice actress', 'writer', 'comedian', 'producer']",
Patrick Stewart,https://en.wikipedia.org/wiki/Patrick_Stewart,78,U.K.,Yorkshire,Mirfield,British,['Bristol Old Vic Theatre School'],,['Actor  voice actor'],Labour
Chris Colfer,https://en.wikipedia.org/wiki/Chris_Colfer,28,U.S.,California,Clovis,American,,,"['Actor, singer, writer']",
Roy Wood Jr.,https://en.wikipedia.org/wiki/Roy_Wood_Jr.,39,U.S.,Alabama,Birmingham,American,['Florida AampM University'],,"['Comedian', 'actor', 'disc jockey']",
Hugh Jackman,https://en.wikipedia.org/wiki/Hugh_Jackman,50,Australia,New South Wales,Sydney,Australian,"['Western Australian Academy of Performing Arts', 'University of Technology, Sydney']",,['Actor  singer  producer'],
Condola Rashād,https://en.wikipedia.org/wiki/Condola_Rash%C4%81d,31,U.S.,New York,New York City,American,,,,
Cate Blanchett,https://en.wikipedia.org/wiki/Cate_Blanchett,49,Australia,Victoria,Ivanhoe,Australian,['National Institute of Dramatic Art'],,"['Actress', 'theatre director']",
Paul Rust,https://en.wikipedia.org/wiki/Paul_Rust,37,U.S.,Iowa,Le Mars,American,,,"['Actor, comedian, writer']",
Anderson Cooper,https://en.wikipedia.org/wiki/Anderson_Cooper,51,U.S.,New York,New York City,American,['Yale University'],,['Journalist  author  anchor'],
Judd Apatow,https://en.wikipedia.org/wiki/Judd_Apatow,50,U.S.,New York,New York City,American,['University of Southern California'],['Syosset High School'],"['Producer, writer, director, actor, standup comedian']",
Kevin Kline,https://en.wikipedia.org/wiki/Kevin_Kline,71,U.S.,Missouri,St. Louis,American,,"['Indiana University, Bloomington', 'Juilliard School']","['Actor, singer']",
Jerrod Carmichael,https://en.wikipedia.org/wiki/Jerrod_Carmichael,31,U.S.,North Carolina,WinstonSalem,American,,,['Comedian  writer  actor'],
Michael Hayden,https://en.wikipedia.org/wiki/Michael_Hayden_(general),73,U.S.,Pennsylvania,Pittsburgh,American,,['Duquesne University'],,Independent
Mark Halperin,https://en.wikipedia.org/wiki/Mark_Halperin,53,U.S.,New York,New York City,American,,Harvard University'],"['Anchor', 'Author', 'Columnist']",
John Heilemann,https://en.wikipedia.org/wiki/John_Heilemann,52,U.S.,California ,Los Angeles,American,"['Northwestern University', 'Harvard University']",,"['Journalist', 'Anchor']",
Michael Ian Black,https://en.wikipedia.org/wiki/Michael_Ian_Black,47,U.S.,Illinois, Chicago,American,,,,
Jackson Galaxy,https://en.wikipedia.org/wiki/Jackson_Galaxy,52,U.S.,New York,New York City,American,,,"['Cat behaviorist', 'Television host']",
Kristen Stewart,https://en.wikipedia.org/wiki/Kristen_Stewart,28,U.S.,California,Los Angeles,American,,,['Actress  director'],
Maz Jobrani,https://en.wikipedia.org/wiki/Maz_Jobrani,46,Iran,Tehran , ,American,,,,
Felicity Huffman,https://en.wikipedia.org/wiki/Felicity_Huffman,55,U.S.,New York,Bedford,American,"['The Putney School', 'Interlochen Arts Academy', 'New York University']",,['Actress'],
Jurnee Smollett-Bell,https://en.wikipedia.org/wiki/Jurnee_Smollett-Bell,32,U.S.,New York,New York City,American,,,['Actress'],
Ewan McGregor,https://en.wikipedia.org/wiki/Ewan_McGregor,47,U.K. ,Scotland,Perth,British,,,['Actor'],
Finn Wittrock,https://en.wikipedia.org/wiki/Finn_Wittrock,34,U.S.,Massachusetts,Lenox,American,,['Juilliard School'],"['Actor, screenwriter']",
Neil deGrasse Tyson,https://en.wikipedia.org/wiki/Neil_deGrasse_Tyson,60,U.S.,New York,New York City,American,"['Harvard College', 'University of Texas at Austin','Columbia University']",,,
Todd Barry,https://en.wikipedia.org/wiki/Todd_Barry,54,U.S.,New York,New York City,American,,,,
Jessica Lange,https://en.wikipedia.org/wiki/Jessica_Lange,69,U.S.,Minnesota,Cloquet,American,,,['Actress  photographer'],
Bassem Youssef,https://en.wikipedia.org/wiki/Bassem_Youssef,44,Egypt, Cairo, ,Egyptian,['Cairo University'],,,
Judy Gold,https://en.wikipedia.org/wiki/Judy_Gold,55,U.S.,New Jersey,Newark,American,,,['Standup comedian'],
Bryan Cranston,https://en.wikipedia.org/wiki/Bryan_Cranston,62,U.S.,California,Hollywood,American,['Los Angeles Valley College'],,"['Actor, producer, director, screenwriter']",
Audra McDonald,https://en.wikipedia.org/wiki/Audra_McDonald,48,Germany,West Berlin, ,American,['Juilliard School'],,"['Actress, singer']",
Ryan Reynolds,https://en.wikipedia.org/wiki/Ryan_Reynolds,42,Canada,British Columbia,Vancouver,American,,,['Actor  Producer'],
Josh Lucas,https://en.wikipedia.org/wiki/Josh_Lucas,47,U.S.,Arkansas,Fayetteville,American,,,['Actor'],
Andy Daly,https://en.wikipedia.org/wiki/Andy_Daly,47,US,New York,Mount Kisco,American,['Ithaca College'],,"['Actor, comedian, writer']",
Glenn Close,https://en.wikipedia.org/wiki/Glenn_Close,71,U.S.,Connecticut,Greenwich,American,['College of William amp Mary'],,"['Actress, singer, producer']",
Michael McKean,https://en.wikipedia.org/wiki/Michael_McKean,71,U.S.,New York,New York City,American,,,"['Actor, comedian, writer, composer, musician']",
H. Jon Benjamin,https://en.wikipedia.org/wiki/H._Jon_Benjamin,52,U.S.,Massachusetts, Worcester,American,,,,
Lily Tomlin,https://en.wikipedia.org/wiki/Lily_Tomlin,79,U.S.,Michigan, Detroit,American,,,,
Jane Fonda,https://en.wikipedia.org/wiki/Jane_Fonda,80,U.S.,New York,New York City,American,['Vassar College'],,['Actress  writer  activist'],
Jay Chandrasekhar,https://en.wikipedia.org/wiki/Jay_Chandrasekhar,50,U.S.,Illinois,Chicago,American,"['Colgate University', 'Loyola University']",['Lake Forest Academy'],"['Actor, comedian, writer, director']",
Hank Azaria,https://en.wikipedia.org/wiki/Hank_Azaria,54,U.S.,New York,New York City,American,,,"['Actor, voice actor, comedian, producer']",
Kate Walsh,https://en.wikipedia.org/wiki/Kate_Walsh_(actress),51,U.S.,California,San Jose,American,['University of Arizona'],,['Actress  businesswoman'],
Emma Roberts,https://en.wikipedia.org/wiki/Emma_Roberts,27,U.S.,New York,Rhinebeck,American,,,['Actress  singer'],
Ken Jeong,https://en.wikipedia.org/wiki/Ken_Jeong,49,U.S.,Michigan,Detroit,American,"['Duke University', 'University of North Carolina at Chapel Hill’]",,,
Luke Bryan,https://en.wikipedia.org/wiki/Luke_Bryan,42,U.S., Georgia, Leesburg,American,,,,
Dierks Bentley,https://en.wikipedia.org/wiki/Dierks_Bentley,42,U.S.,Arizona,Phoenix,American,,,,
Marisa Tomei,https://en.wikipedia.org/wiki/Marisa_Tomei,53,U.S.,New York,New York City,American,,,['Actress'],
Hugh Dancy,https://en.wikipedia.org/wiki/Hugh_Dancy,43,U.K.,Staffordshire,StokeonTrent,British,"['St Peters College, Oxford']",['Winchester College'],"['Actor, model']",
Susan Sarandon,https://en.wikipedia.org/wiki/Susan_Sarandon,72,U.S.,New York,New York City,American,['Catholic University of America'],,['Actress'],
Joey McIntyre,https://en.wikipedia.org/wiki/Joey_McIntyre,45,U.S., Massachusetts,Needham,American,,,,
Robert Klein,https://en.wikipedia.org/wiki/Robert_Klein,76,U.S.,New York,New York City,American,,"['Alfred University', 'Yale University']",,
Jason Sudeikis,https://en.wikipedia.org/wiki/Jason_Sudeikis,43,U.S.,Virginia,Fairfax,American,,,['Comedian actor screenwriter producer'],
Jennifer Esposito,https://en.wikipedia.org/wiki/Jennifer_Esposito,45,U.S.,New York,New York City,American,,['Moore Catholic High School'],['Actress  author  baker  health advocate  businesswoman'],
Louis C.K.,https://en.wikipedia.org/wiki/Louis_C.K.,51,U.S.,D.C.,Washington ,American,,,,
Ernie Johnson Jr.,https://en.wikipedia.org/wiki/Ernie_Johnson_Jr.,62,U.S.,Wisconsin,Milwaukee,American,,"['University of Georgia', 'Bachelor of Arts in Journalism']","['OnAir Personality,', 'Turner Sports']",
Sigourney Weaver,https://en.wikipedia.org/wiki/Sigourney_Weaver,69,U.S.,New York,New York City,American,,"['Sarah Lawrence College', 'Stanford University','Yale University']",['Actress'],
Jon Favreau,https://en.wikipedia.org/wiki/Jon_Favreau_(speechwriter),37,U.S.,Massachusetts,Winchester,American,['College of the Holy Cross'],,,Democratic
Jon Lovett,https://en.wikipedia.org/wiki/Jon_Lovett,36,U.S.,New York, Woodbury,American,['Williams College'],,['Speechwriter  writer  producer'],
Tommy Vietor,https://en.wikipedia.org/wiki/Tommy_Vietor,38,US,Massachusetts, ,American,['Kenyon College'],,['National Security Council  spokesperson  podcast host'],
Jessica Lange,https://en.wikipedia.org/wiki/Jessica_Lange,69,U.S.,Minnesota,Cloquet,American,,,['Actress  photographer'],
Kadeem Hardison,https://en.wikipedia.org/wiki/Kadeem_Hardison,53,U.S.,New York,Brooklyn,American,,,['Actor'],
Judy Gold,https://en.wikipedia.org/wiki/Judy_Gold,55,U.S.,New Jersey,Newark,American,,,['Standup comedian'],
Mandy Patinkin,https://en.wikipedia.org/wiki/Mandy_Patinkin,65,U.S.,Illinois,Chicago,American,,"['University of Kansas, Lawrence', 'Juilliard School']","['Actor, singer']",
Zosia Mamet,https://en.wikipedia.org/wiki/Zosia_Mamet,30,U.S.,Vermont,Randolph,American,,,['Actress  musician'],
Jerrod Carmichael,https://en.wikipedia.org/wiki/Jerrod_Carmichael,31,U.S.,North Carolina,WinstonSalem,American,,,['Comedian  writer  actor'],
Jennifer Hudson,https://en.wikipedia.org/wiki/Jennifer_Hudson,37,U.S.,Illinois,Chicago,American,['Langston University'],"['Dunbar Vocational High School', 'KennedyKing College']",['Singer  actress'],
Chris Hayes,https://en.wikipedia.org/wiki/Chris_Matthews,72,U.S.,Pennsylvania,Philadelphia,American,,"['College of the Holy Cross', 'University of North Carolina, Chapel Hill']",['News anchor political commentator'],Democratic
Christian Borle,https://en.wikipedia.org/wiki/Christian_Borle,45,U.S.,Pennsylvania,Pittsburgh,American,['Carnegie Mellon University'],,"['Actor, singer, dancer']",
Alec Baldwin,https://en.wikipedia.org/wiki/Alec_Baldwin,60,U.S.,New York,Amityville,American,"['New York University', 'George Washington University']",,"['Actor, writer, comedian, producer']",Democratic
Charlamagne tha God,https://en.wikipedia.org/wiki/Charlamagne_tha_God,40,U.S.,South Carolina, Charleston,American,,,,
Rose Byrne,https://en.wikipedia.org/wiki/Rose_Byrne,39,Australia,New South Wales,Balmain,Australian,,"['University of Sydney', 'Atlantic Theater Company']",['Actress'],
Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black,70,U.S.,D.C.,Washington,American,,"['University of Maryland, College Park', 'University of North Carolina, Chapel Hill', 'Yale University']",,
Elisabeth Moss,https://en.wikipedia.org/wiki/Elisabeth_Moss,36,U.S.,California,Los Angeles,American,,,['Actor'],
Anthony Atamanuik,https://en.wikipedia.org/wiki/Anthony_Atamanuik,44,U.S., , ,American,['Emerson College'],,"['Comedian, actor and writer']",
Rosario Dawson,https://en.wikipedia.org/wiki/Rosario_Dawson,39,U.S.,New York,New York City,American,,,['Actress  producer  writer'],
Renée Elise Goldsberry,https://en.wikipedia.org/wiki/Ren%C3%A9e_Elise_Goldsberry,47,U.S.,California,San Jose,American,"['Carnegie Mellon University', 'University of Southern California']",,['Actress  singer  songwriter'],
Moshe Kasher,https://en.wikipedia.org/wiki/Moshe_Kasher,39,U.S.,New York,New York City,American,,"['University of California, Santa Barbara']",,
Allison Janney,https://en.wikipedia.org/wiki/Allison_Janney,58,U.S.,Massachusetts,Boston,American,,['Kenyon College'],['Actress'],
Sheryl Sandberg,https://en.wikipedia.org/wiki/Sheryl_Sandberg,49,U.S.,D.C.,Washington,American,"['Harvard College', 'Harvard Business School']",,"['COO', 'of', 'Facebook']",Democratic
John Legend,https://en.wikipedia.org/wiki/John_Legend,39,U.S.,Ohio,Springfield,American,['University of Pennsylvania'],,['Singer  songwriter  musician  actor'],
Kelly Osbourne,https://en.wikipedia.org/wiki/Kelly_Osbourne,33,U.K.,London,City of Westminster,British,,,['Singersongwriter  actress  author  television personality  model  fashion designer'],
America Ferrera,https://en.wikipedia.org/wiki/America_Ferrera,34,U.S.,California,Los Angeles,American,['University of Southern California'],,"['Actress, voice actress']",
Thomas Middleditch,https://en.wikipedia.org/wiki/Thomas_Middleditch,36,Canada,British Columbia,Nelson,Canadian,['University of Victoria'],,['Actor  screenwriter'],
Dave,https://en.wikipedia.org/wiki/Dave_Grohl,49,U.S.,Ohio,Warren,American,,,,
LL Cool J,https://en.wikipedia.org/wiki/LL_Cool_J,50,U.S.,New York, Long Island,American,,,,
Phillipa Soo,https://en.wikipedia.org/wiki/Phillipa_Soo,28,U.S.,Illinois,Libertyville,American,,['Juilliard School'],"['Actress', 'singer']",
Tom Hanks,https://en.wikipedia.org/wiki/Tom_Hanks,62,U.S.,California,Concord,American,"['Chabot College', 'California State University, Sacramento']",,"['Actor, filmmaker']",Democratic
Anna Baryshnikov,https://en.wikipedia.org/wiki/Anna_Baryshnikov,26,U.S., New York,Palisades,American,['Northwestern University'],,['Actress'],
Chris Pratt,https://en.wikipedia.org/wiki/Chris_Pratt,39,U.S.,Minnesota,Virginia,American,,,['Actor'],
Neil deGrasse Tyson,https://en.wikipedia.org/wiki/Neil_deGrasse_Tyson,60,U.S.,New York,New York City,American,"['Harvard College',  'University of Texas at Austin', 'Columbia University']",,,
Amy Schumer,https://en.wikipedia.org/wiki/Amy_Schumer,37,U.S.,New York,New York City,American,['Towson University'],['William Esper Studio'],,
Gabourey Sidibe,https://en.wikipedia.org/wiki/Gabourey_Sidibe,35,U.S.,New York,New York City,American,['Manhattan Community College'],,['Actress'],
Jim Parsons,https://en.wikipedia.org/wiki/Jim_Parsons,45,U.S.,Texas,Houston,American,"['University of Houston', 'University of San Diego']",,['Actor'],
Jeff Garlin,https://en.wikipedia.org/wiki/Jeff_Garlin,56,U.S.,Illinois, Chicago,American,,['University of Miami'],,
Paul Scheer,https://en.wikipedia.org/wiki/Paul_Scheer,42,U.S.,New York,Huntington,American,,,"['Actor, comedian, podcaster, writer, director, producer']",
Charles Barkley,https://en.wikipedia.org/wiki/Charles_Barkley,55,U.S.,Alabama,Leeds,American,,,,
Debra Winger,https://en.wikipedia.org/wiki/Debra_Winger,63,U.S.,Ohio,Cleveland Heights,American,"['California State University, Northridge']",,['Actress'],
Richard Gere,https://en.wikipedia.org/wiki/Richard_Gere,69,U.S.,Pennsylvania,Philadelphia,American,,['North Syracuse Central High School'],['Actor'],
Maria Bamford,https://en.wikipedia.org/wiki/Maria_Bamford,48,U.S.,California, ,American,"['Bates College', 'University of Edinburgh', 'University of Minnesota']",,,
Rami Malek,https://en.wikipedia.org/wiki/Rami_Malek,37,U.S.,California,Los Angeles,American,['University of Evansville'],['Notre Dame High School'],['Actor'],
Bill Nye,https://en.wikipedia.org/wiki/Bill_Nye,62,U.S.,D.C.,Washington,American,['Cornell University'],,,
Jon Stewart,https://en.wikipedia.org/wiki/Jon_Stewart,55,U.S.,New York,New York City,American,['College of William amp Mary'],['Lawrence High School'],,
Samantha Bee,https://en.wikipedia.org/wiki/Samantha_Bee,49,Canada,Ontario,Toronto,American,['University of Ottawa'],,,
John Oliver,https://en.wikipedia.org/wiki/John_Oliver,41,U.K.,Birmingham, Erdington,British,"['Christs College, Cambridge']",,,
Ed Helms,https://en.wikipedia.org/wiki/Ed_Helms,44,U.S.,Georgia,Atlanta,American,['Oberlin College'],,"['Actor, comedian, singer']",
Rob Corddry,https://en.wikipedia.org/wiki/Rob_Corddry,47,U.S.,Massachusetts,Weymouth,American,,,['Actor  comedian'],
Megan Mullally,https://en.wikipedia.org/wiki/Megan_Mullally,59,U.S.,California,Los Angeles,American,,['Northwestern University'],"['Actress, comedian, singer']",
Nick Offerman,https://en.wikipedia.org/wiki/Nick_Offerman,48,U.S.,Illinois,Minooka,American,['University of Illinois at UrbanaChampaign'],,['Actor  writer   carpenter'],
Seth Meyers,https://en.wikipedia.org/wiki/Seth_Meyers,44,U.S.,Illinois,Evanston ,American,['Northwestern University'],['Manchester High School West'],,
Mayim Bialik,https://en.wikipedia.org/wiki/Mayim_Bialik,42,U.S.,California,San Diego,American,"['University of California, Los Angeles']",,"['Actress, neuroscientist, author']",
Andy Karl,https://en.wikipedia.org/wiki/Andy_Karl,44,U.S.,Maryland,Baltimore,American,['Towson University'],['Towson High School'],"['Actor, singer']",
Tracy Morgan,https://en.wikipedia.org/wiki/Tracy_Morgan,49,U.S.,New York,New York City,American,,,,
Timothy Simons,https://en.wikipedia.org/wiki/Timothy_Simons,40,U.S.,Maine,Readfield,American,,,"['Actor, comedian']",
Danny McBride,https://en.wikipedia.org/wiki/Danny_McBride,41,U.S.,Georgia, Statesboro,American,,,,
Jane Krakowski,https://en.wikipedia.org/wiki/Jane_Krakowski,50,U.S.,New Jersey,ParsippanyTroy Hills,American,,,"['Actress, singer']",
Gina Rodriguez,https://en.wikipedia.org/wiki/Gina_Rodriguez,34,U.S.,Illinois,Chicago,American,['Tisch School of the Arts'],,['Actress and activist'],
Ben Falcone,https://en.wikipedia.org/wiki/Ben_Falcone,45,U.S.,Illinois,Carbondale,American,,,"['Actor, comedian, filmmaker']",
Julie Chen,https://en.wikipedia.org/wiki/Julie_Chen,48,U.S.,New York,New York City,American,,['University of Southern California'],['Presenter  anchor  producer'],
Matt Walsh,https://en.wikipedia.org/wiki/Matt_Walsh_(comedian),54,U.S.,Illinois,Chicago,American,,,"['Actor, comedian, director, writer']",
David Ortiz,https://en.wikipedia.org/wiki/David_Ortiz,42,Dominican Republic,Santo Domingo,,American,,,,
Ricky Gervais,https://en.wikipedia.org/wiki/Ricky_Gervais,57,U.K.,Berkshire, ,British,['University College London'],,,
Corey Hawkins,https://en.wikipedia.org/wiki/Corey_Hawkins,30,U.S.,D.C.,Washington,American,,['Juilliard School'],['Actor'],
Jennifer Garner,https://en.wikipedia.org/wiki/Jennifer_Garner,46,U.S.,Texas,Houston,American,['Denison University'],['George Washington High School'],['Actress  film producer'],
Demetri Martin,https://en.wikipedia.org/wiki/Demetri_Martin,45,U.S.,New York,New York City,American,"['Yale University', 'NYU School of Law']",,,
Paula Poundstone,https://en.wikipedia.org/wiki/Paula_Poundstone,58,U.S.,Alabama, Huntsville,American,,,,
Rachel Maddow,https://en.wikipedia.org/wiki/Rachel_Maddow,45,U.S.,California,Castro Valley,American,,"['Stanford University', 'Lincoln College, Oxford']","['Television host, political commentator, author']",
Ben Platt,https://en.wikipedia.org/wiki/Ben_Platt_(actor),25,U.S.,California,Los Angeles,American,,,['Actor  singer'],
Kevin Spacey,https://en.wikipedia.org/wiki/Kevin_Spacey,59,U.S.,New Jersey,South Orange,American,,['Juilliard School'],['Actor  producer  singer'],
Terry Crews,https://en.wikipedia.org/wiki/Terry_Crews,50,U.S.,Michigan,Flint,American,,,,
Rob Huebel,https://en.wikipedia.org/wiki/Rob_Huebel,49,U.S.,Virginia,Alexandria,American,,,"['Actor, comedian, writer']",
Robin Wright,https://en.wikipedia.org/wiki/Robin_Wright,52,U.S.,Texas,Dallas,American,,,"['Actress, director']",
Hannibal Buress,https://en.wikipedia.org/wiki/Hannibal_Buress,35,U.S.,Illinois,Chicago,American,,,['Actor  comedian  writer  producer'],
Oscar Isaac,https://en.wikipedia.org/wiki/Oscar_Isaac,39,Guatemala,Guatemala City, ,American,,"['Miami Dade College', 'Juilliard School']",['Actor  musician'],
Laurie Metcalf,https://en.wikipedia.org/wiki/Laurie_Metcalf,63,U.S.,Illinois,Carbondale,American,,,['Actress'],
April Ryan,https://en.wikipedia.org/wiki/April_Ryan,51,U.S.,Maryland,Baltimore,American,,['Morgan State University'],['Journalist'],
Gordon Ramsay,https://en.wikipedia.org/wiki/Gordon_Ramsay,51,U.K.,Renfrewshire,Johnstone,British,,,,
David Sedaris,https://en.wikipedia.org/wiki/David_Sedaris,61,U.S.,New York, Johnson City,American,"['Western Carolina University', 'School of the Art Institute of Chicago']",,,
Kevin Hart,https://en.wikipedia.org/wiki/Kevin_Hart,39,U.S.,Pennsylvania,Philadelphia ,American,,,,
Ali Wentworth,https://en.wikipedia.org/wiki/Alexandra_Wentworth,53,U.S.,D.C.,Washington,American,,,"['Actress, comedian, author, producer']",
Salma Hayek,https://en.wikipedia.org/wiki/Salma_Hayek,52,Mexico,Veracruz,Coatzacoalcos,"Mexican, American",['Universidad Iberoamericana'],,"['Actress, producer, model']",
Hasan Minhaj,https://en.wikipedia.org/wiki/Hasan_Minhaj,33,U.S.,California,Davis,American,"['University of California, Davis']",,,
Tilda Swinton,https://en.wikipedia.org/wiki/Tilda_Swinton,57,U.K.,London, ,British,"['New Hall, Cambridge']",,"['Actress, model, artist']",
Andy Cohen,https://en.wikipedia.org/wiki/Andy_Cohen_(TV_personality),50,U.S.,Missouri,St. Louis,American,['Boston University'],['Clayton High School'],['Talk show host  radio host  author  producer'],
Jordan Klepper,https://en.wikipedia.org/wiki/Jordan_Klepper,39,U.S.,Michigan, Kalamazoo,American,['Kalamazoo College'],['Kalamazoo Central High School'],,
John Mulaney,https://en.wikipedia.org/wiki/John_Mulaney,36,U.S.,Illinois, Chicago,American,['Georgetown University'],['St. Ignatius College Prep'],,
Richard Branson,https://en.wikipedia.org/wiki/Richard_Branson,68,U.K.,London,Blackheath,British,,,"['Founder of', 'Virgin Group']",
Jim Gaffigan,https://en.wikipedia.org/wiki/Jim_Gaffigan,52,U.S.,Illinois, Elgin,American,['Georgetown University'],['La Lumiere School'],,
Anna Chlumsky,https://en.wikipedia.org/wiki/Anna_Chlumsky,37,U.S.,Illinois,Chicago,American,"['University of Chicago', 'Atlantic Acting School']",,['Actress'],
Uzo Aduba,https://en.wikipedia.org/wiki/Uzo_Aduba,37,U.S.,Massachusetts,Boston,American,['Boston University'],,['Actress'],
T. J. Miller,https://en.wikipedia.org/wiki/T._J._Miller,37,U.S.,Colorado,Denver,American,['George Washington University'],,"['Actor, standup comedian, producer, writer']",
Oliver Stone,https://en.wikipedia.org/wiki/Oliver_Stone,72,U.S.,New York,New York City,American,"['Yale University', 'New York University']",,"['Film director, screenwriter, film producer, author']",
Olivia Wilde,https://en.wikipedia.org/wiki/Olivia_Wilde,34,U.S.,New York,New York City,American,['Gaiety School of Acting'],,['Actress  model'],
Eddie Izzard,https://en.wikipedia.org/wiki/Eddie_Izzard,56,Colony of Aden, , ,British,['University of Sheffield'],"['St Bedes Prep School', 'Eastbourne College']",,
Trevor Noah,https://en.wikipedia.org/wiki/Trevor_Noah,34,South Africa, Johannesburg, ,South African,,,,
Ilana Glazer,https://en.wikipedia.org/wiki/Ilana_Glazer,31,U.S.,New York,Saint James ,American,['New York University'],,,
Sam Richardson,https://en.wikipedia.org/wiki/Sam_Richardson_(actor),34,U.S.,Michigan,Detroit,American,,,"['Actor, writer, comedian']",
Milo Ventimiglia,https://en.wikipedia.org/wiki/Milo_Ventimiglia,41,U.S.,California,Anaheim,American,"['University of California, Los Angeles']",,['Actor  Producer'],
Judy Greer,https://en.wikipedia.org/wiki/Judy_Greer,43,U.S.,Michigan,Detroit,American,['DePaul University'],,['Actress  model  author'],
Scarlett Johansson,https://en.wikipedia.org/wiki/Scarlett_Johansson,33,U.S.,New York,New York City,American,,,['Actress  singer'],
Bill Burr,https://en.wikipedia.org/wiki/Bill_Burr,50,U.S.,Massachusetts, Canton,American,,,,
Seth Rogen,https://en.wikipedia.org/wiki/Seth_Rogen,36,Canada,British Columbia,Vancouver,American,,,"['Actor', 'comedian', 'writer', 'producer', 'director']",
Kumail Nanjiani,https://en.wikipedia.org/wiki/Kumail_Nanjiani,40,Pakistan,Sindh,Karachi,American,['Grinnell College'],,"['Standup comedian, actor, podcast host, writer']",
Ice Cube,https://en.wikipedia.org/wiki/Ice_Cube,49,U.S.,California,Los Angeles,American,,,['Actor  Rapper'],
Marc Maron,https://en.wikipedia.org/wiki/Marc_Maron,55,U.S.,New Jersey,Jersey City ,American,['Boston University'],,,
Jeffrey Tambor,https://en.wikipedia.org/wiki/Jeffrey_Tambor,74,U.S.,California,San Francisco,American,"['San Francisco State University', 'Wayne State University']",,"['Actor, voice artist, comedian']",
John Benjamin Hickey,https://en.wikipedia.org/wiki/John_Benjamin_Hickey,55,U.S.,Texas,Plano,American,,"['Texas State University, San Marcos', 'Fordham University', 'Juilliard School']",['Actor'],
Michael Keaton,https://en.wikipedia.org/wiki/Michael_Keaton,67,U.S.,Pennsylvania,Allegheny County,American,['Kent State University'],['Montour High School'],"['Actor, producer, director']",
Zoe Kazan,https://en.wikipedia.org/wiki/Zoe_Kazan,35,U.S.,California,Los Angeles,American,['Yale University'],,['Actress  playwright  screenwriter'],
Eric Stonestreet,https://en.wikipedia.org/wiki/Eric_Stonestreet,47,U.S.,Kansas,Kansas City,American,['Kansas State University'],,"['Actor, comedian']",
John McEnroe,https://en.wikipedia.org/wiki/John_McEnroe,59,Germany,Hesse,Wiesbaden,American,,,,
Josh Duhamel,https://en.wikipedia.org/wiki/Josh_Duhamel,45,U.S.,North Dakota,Minot,American,['Minot State University'],,"['Actor, model']",
Justin Bartha,https://en.wikipedia.org/wiki/Justin_Bartha,40,U.S.,Florida,Fort Lauderdale,American,['Tisch School of Arts'],,['Actor'],
Brian Greene,https://en.wikipedia.org/wiki/Brian_Greene,55,U.S.,New York,New York City,American,"['Harvard University', 'University of Oxford']",,,
Naomi Watts,https://en.wikipedia.org/wiki/Naomi_Watts,50,U.K.,Kent,Shoreham,British,,,"['Actress, film producer']",
Ari Graynor,https://en.wikipedia.org/wiki/Ari_Graynor,35,U.S.,Massachusetts,Boston,American,['Trinity College'],['Buckingham Browne amp Nichols'],['Actress'],
Michael Keaton,https://en.wikipedia.org/wiki/Michael_Keaton,67,U.S.,Pennsylvania,Allegheny County,American,['Kent State University'],['Montour High School'],"['Actor, producer, director']",
John McEnroe,https://en.wikipedia.org/wiki/John_McEnroe,59,Germany,Hesse,Wiesbaden,American,,,,
Woody Harrelson,https://en.wikipedia.org/wiki/Woody_Harrelson,57,U.S.,Texas,Midland,American,,,"['Actor, playwright']",
Cobie Smulders,https://en.wikipedia.org/wiki/Cobie_Smulders,36,Canada,British Columbia,Vancouver,Canadian,,,['Actress  model'],
Joe Scarborough,https://en.wikipedia.org/wiki/Joe_Scarborough,55,U.S.,Georgia,Atlanta,American,"['University of Alabama', 'University of Florida']",,,Independent
Mika Brzezinski,https://en.wikipedia.org/wiki/Mika_Brzezinski,51,U.S.,New York,New York City,American,,"['Georgetown University', 'Williams College']","['News presenter', ', author']",
Andy Serkis,https://en.wikipedia.org/wiki/Andy_Serkis,54,U.K.,Middlesex,Ruislip,British,"['The County College, Lancaster']",,"['Actor, film director, film producer']",
John Oliver,https://en.wikipedia.org/wiki/John_Oliver,41,U.K.,Birmingham, Erdington,British,"['Christs College, Cambridge']",,,
